,_id,review,translations,score,university,course,upvotes,downvotes,date,courseName,courseNameShort,translation
1228,5d39ba62538d8f001c6a44f6,Loved Rahels seminar! ,Liebe Rahels Seminar!,5,UZH,50324987,0.0,0.0,1564064390290,Introduction to Linguistics: Lecture and Seminar (two semesters),Introduction to Linguistics,Liebe Rahels Seminar!
1229,5d3b1f2ee12b65001cfd7c40,Great class but expect to work a loooot ,"Tolle Klasse, aber erwarten, ein Loooot zu arbeiten",5,UZH,50822268,3.0,0.0,1564155717785,Quantitative Methods in Human-Computer Interaction (L+E),Quantitative Methods in Human-Computer Interaction,"Tolle Klasse, aber erwarten, ein Loooot zu arbeiten"
1230,5d3b1f4ce12b65001cfd7c54,You'll learn lots of really interesting new measurement methods. Workload is normal. ,Sie lernen viele wirklich interessante neue Messmethoden. Workload ist normal.,5,UZH,50930189,0.0,0.0,1564155782368,Seminar: Measurement in Political Science,Measurement in Political Science,Sie lernen viele wirklich interessante neue Messmethoden. Workload ist normal.
1231,5d3b40c0e12b65001cfd8622,Sometimes interesting topics but all in all not very informative ,"Manchmal interessante Themen, aber alles in allem nicht sehr informativ",4,UZH,50774348,0.0,0.0,1564164337615,UWW 122 Scientific Methods,Scientific Methods,"Manchmal interessante Themen, aber alles in allem nicht sehr informativ"
1232,5d40030498537d001c4d6864,"Learn a lot, Work a lot","Viel lernen, viel arbeiten",5,ETH,263-0006-00L,2.0,1.0,1564476184996,Algorithms Lab,Algorithms Lab,"Viel lernen, viel arbeiten"
1233,5d40040198537d001c4d68ed,Outdated projects,Überholte Projekte,3,ETH,252-0463-00L,0.0,0.0,1564476435389,Security Engineering,Security Engineering,Überholte Projekte
1234,5d40db67434df8001c796912,Easy,Leicht,3,UZH,50893296,0.0,0.0,1564531569377,400y Klinische Neuropsychologie,Klinische Neuropsychologie,Leicht
1235,5d41cf8b267154001c2ded02,Too much effort for 1 credit 😂,Zu viel Aufwand für 1 Gutschrift,1,UZH,50672168,0.0,0.0,1564594098679,BME 320 Forensic Genetics,Forensic Genetics,Zu viel Aufwand für 1 Gutschrift
1236,5d43c83f2df369001c80846b,"The contents of this subject are very important, the organization is a bit chaotic. The professor seems confused sometimes, but he really makes an effort. ","Der Inhalt dieses Themas ist sehr wichtig, die Organisation ist ein bisschen chaotisch. Der Professor scheint manchmal verwirrt, aber er macht wirklich eine Anstrengung.",4,UZH,50819883,1.0,3.0,1564723407189,Informatics II (V+Ü) (Informatik II),Informatics II,"Der Inhalt dieses Themas ist sehr wichtig, die Organisation ist ein bisschen chaotisch. Der Professor scheint manchmal verwirrt, aber er macht wirklich eine Anstrengung."
1237,5d4521dcd63a3f001cfe61e1,Really interesting and gives a good overview over the different PDs,Wirklich interessant und gibt einen guten Überblick über die verschiedenen PDs,5,UZH,50925573,0.0,0.0,1564811803916,"400x Personality Disorders – Theories, Findings and Therapeutic Interventions",Personality Disorders,Wirklich interessant und gibt einen guten Überblick über die verschiedenen PDs
1238,5d4715a1fad9ab001cbfb337,You’ve been warned...,Du wurdest gewarnt...,1,ETH,151-0116-00L,0.0,1.0,1564939718981,High Performance Computing for Science and Engineering (HPCSE) for CSE,High Performance Computing for Science and Engineering (HPCSE) for CSE,Du wurdest gewarnt...
1239,5d4882659b1ac2001c0e2e0e,Don't take it if you want easy credits,"Nehmen Sie es nicht, wenn Sie einfache Kredite wollen",3,UZH,50791596,0.0,0.0,1565033189416,Big Data and Business Analytics,Big Data and Business Analytics,"Nehmen Sie es nicht, wenn Sie einfache Kredite wollen"
1240,5d4c0603791a25001c0bb7e7,"Interesting module, however Freisinger doesn’t make it appealing at all. And her exam part doesn’t question if you learned for the exam, but rather your “general knowledge” and if you study by heart what a pourbaix diagram of Selenium looks like to know where which species belongs. Just to make a fool of yourself, by studying the concepts and not being able to show that you understood. ","Interessantes Modul, Freisinger macht es jedoch nicht ansprechend. Und ihr Prüfungsteil stellt keine Frage, ob du für die Prüfung gelernt hast, sondern dein allgemeines Wissen und wenn du auswendig studierst, wie ein Pourbaix-Diagramm von Selenium aussieht zu wissen, wo welche Spezies hingehört. Nur um dich selbst zum Narren zu machen, indem du die Konzepte studierst und nicht in der Lage bist, zu zeigen, dass du verstanden hast.",2,UZH,50906814,1.0,0.0,1655989793540,CHE 324 Chemistry of Metals in Life Processes,Chemistry of Metals in Life Processes,"Interessantes Modul, Freisinger macht es jedoch nicht ansprechend. Und ihr Prüfungsteil stellt keine Frage, ob du für die Prüfung gelernt hast, sondern dein allgemeines Wissen und wenn du auswendig studierst, wie ein Pourbaix-Diagramm von Selenium aussieht zu wissen, wo welche Spezies hingehört. Nur um dich selbst zum Narren zu machen, indem du die Konzepte studierst und nicht in der Lage bist, zu zeigen, dass du verstanden hast."
1241,5d515b5e763927001c54a4a8,"A course that is rather demanding without any prior coding experience. Tutor is clearly a pro, but dont expect to be guided whilst your actual coding.","Ein Kurs, der ziemlich anspruchsvoll ist, ohne vorherige Programmiererfahrung. Tutor ist eindeutig ein Profi, aber nicht erwarten, geführt zu werden, während Ihre tatsächliche Codierung.",2,UZH,50886374,0.0,0.0,1565613112543,Introduction to Machine Learning (S),Introduction to Machine Learning,"Ein Kurs, der ziemlich anspruchsvoll ist, ohne vorherige Programmiererfahrung. Tutor ist eindeutig ein Profi, aber nicht erwarten, geführt zu werden, während Ihre tatsächliche Codierung."
1242,5d596bb04c8101001ce639e8,No clear criteria about all assignments and papers. No feedback emails about final grade and paper. The structure of the course is a huge mess. It’s better to check the reference book list by yourself and read them to your preference.,"Keine klaren Kriterien über alle Aufgaben und Papiere. Keine Feedback-E-Mails über Abschlussnote und Papier. Die Struktur des Kurses ist ein riesiges Chaos. Es ist besser, die Referenzbuchliste selbst zu überprüfen und sie nach Ihren Wünschen zu lesen.",3,UZH,50567348,0.0,0.0,1567699288703,"Seminar: Islamism – Ideology and Context, Part I",Islamism,"Keine klaren Kriterien über alle Aufgaben und Papiere. Keine Feedback-E-Mails über Abschlussnote und Papier. Die Struktur des Kurses ist ein riesiges Chaos. Es ist besser, die Referenzbuchliste selbst zu überprüfen und sie nach Ihren Wünschen zu lesen."
1243,5d5d352131a6d7001c37b0f8,Exam pretty random as always (at least the ones I‘ve taken from Prof. Pakarola). It‘s probably a good introduction to computer graphics if you are intrested in the topic. Exercises are in C++/OpenGL so pretty practical. Amount of work is a bit above average for 3 Credits. ,"Prüfen Sie ziemlich zufällig wie immer (zumindest die, die ich von Prof. Pakarola genommen habe). Es ist wahrscheinlich eine gute Einführung in Computergrafik, wenn Sie in das Thema vertieft sind. Übungen sind in C++/OpenGL so ziemlich praktisch. Menge der Arbeit ist ein wenig überdurchschnittlich für 3 Credits.",4,UZH,50308238,0.0,0.0,1566389816552,Computer Graphics (L),Computer Graphics,"Prüfen Sie ziemlich zufällig wie immer (zumindest die, die ich von Prof. Pakarola genommen habe). Es ist wahrscheinlich eine gute Einführung in Computergrafik, wenn Sie in das Thema vertieft sind. Übungen sind in C++/OpenGL so ziemlich praktisch. Menge der Arbeit ist ein wenig überdurchschnittlich für 3 Credits."
1244,5d5d368631a6d7001c37b157,I found the exam a bit unfair because some questions involved knowing the paper e.g. Hans et al 2015. The course itself was pretty interesting. Reading a paper every week and solving 6 exercises is manageable but the slides are garbage. ,"Ich fand die Prüfung ein wenig unfair, weil einige Fragen mit dem Wissen um das Papier z.B. Hans et al. 2015. Der Kurs selbst war ziemlich interessant. Lesen eines Papiers jede Woche und Lösung 6 Übungen ist überschaubar, aber die Folien sind Müll.",4,UZH,50923133,1.0,0.0,1566390050254,Introduction to Behavioral Economics (L+E),Introduction to Behavioral Economics,"Ich fand die Prüfung ein wenig unfair, weil einige Fragen mit dem Wissen um das Papier z.B. Hans et al. 2015. Der Kurs selbst war ziemlich interessant. Lesen eines Papiers jede Woche und Lösung 6 Übungen ist überschaubar, aber die Folien sind Müll."
1245,5d5d373431a6d7001c37b18f,Easy credits. The exam/grade depends a lot on which topic you get and how much he goes into depth (oral exam). But the amount of work is far below average. ,"Einfache Credits. Die Prüfung/Grade hängt viel davon ab, welches Thema Sie bekommen und wie viel er in die Tiefe geht (orale Prüfung).",3,UZH,50840951,0.0,1.0,1566390166732,Applied Analytical Data Science (VU),Applied Analytical Data Science,"Einfache Credits. Die Prüfung/Grade hängt viel davon ab, welches Thema Sie bekommen und wie viel er in die Tiefe geht (orale Prüfung)."
1246,5d5d37a331a6d7001c37b1a1,Very good course. The exercises are done in groups which may be bad if your group is shit. Otherwise you will learn a lot even if you have no interest in economics. ,"Sehr guter Kurs. Die Übungen werden in Gruppen durchgeführt, die schlecht sein können, wenn Ihre Gruppe Scheiße ist. Andernfalls werden Sie viel lernen, auch wenn Sie kein Interesse an Wirtschaft haben.",5,UZH,50575949,0.0,0.0,1566390278838,Program Evaluation and Causal Inference (L+E),Program Evaluation and Causal Inference,"Sehr guter Kurs. Die Übungen werden in Gruppen durchgeführt, die schlecht sein können, wenn Ihre Gruppe Scheiße ist. Andernfalls werden Sie viel lernen, auch wenn Sie kein Interesse an Wirtschaft haben."
1247,5d5d382231a6d7001c37b1d6,"Easy credits if you have a simple topic. Can be challenging depending on the paper you get (random). The organization is bad because the papers are assigned at random and if you don‘t get one, you can‘t take the course. Otherwise pretty good and you‘ll get to know other people (it‘s a collaboration between UZH/ETH). ","Einfache Credits, wenn Sie ein einfaches Thema haben. Kann je nach Papier, das Sie bekommen (random). Die Organisation ist schlecht, weil die Papiere nach dem Zufallsprinzip zugewiesen werden und wenn Sie nicht bekommen, können Sie den Kurs nicht nehmen. Ansonsten ziemlich gut und Sie werden andere Menschen kennen lernen (es ist eine Zusammenarbeit zwischen UZH/ETH).",4,UZH,50449164,0.0,0.0,1566390521707,Seminar: Database Systems (MSc),Database Systems,"Einfache Credits, wenn Sie ein einfaches Thema haben. Kann je nach Papier, das Sie bekommen (random). Die Organisation ist schlecht, weil die Papiere nach dem Zufallsprinzip zugewiesen werden und wenn Sie nicht bekommen, können Sie den Kurs nicht nehmen. Ansonsten ziemlich gut und Sie werden andere Menschen kennen lernen (es ist eine Zusammenarbeit zwischen UZH/ETH)."
1248,5d5d391931a6d7001c37b21c,"Easy credits but not above high-school level. No need to attend the lectures, you‘ll pass even of you learn 3 days before the exam. ","Einfache Credits aber nicht über High-School-Niveau. Keine Notwendigkeit, die Vorlesungen zu besuchen, werden Sie sogar von Ihnen 3 Tage vor der Prüfung zu lernen bestehen.",2,UZH,50357468,0.0,0.0,1566390699358,Blockchains and Overlay Networks (L+E),Blockchains and Overlay Networks,"Einfache Credits aber nicht über High-School-Niveau. Keine Notwendigkeit, die Vorlesungen zu besuchen, werden Sie sogar von Ihnen 3 Tage vor der Prüfung zu lernen bestehen."
1249,5d5d93e331a6d7001c37c89f,jaja,Jaja,5,UZH,50030857,0.0,0.0,1566413803513,Makroökonomik I (V+Ü) (Macroeconomics I),Makroökonomik I,Jaja
1250,5d6620d4ea3058001c433772,"Dont waste your time studying for the exam, the questions were all random and not directly related to the course's material. 0/10 do not recommend","Verschwenden Sie nicht Ihre Zeit für das Studium für die Prüfung, die Fragen waren alle zufällig und nicht direkt auf das Material des Kurses bezogen. 0/10 nicht empfehlen",1,ETH,402-0448-02L,0.0,0.0,1566974280589,Quantum Information Processing II: Implementations,Quantum Information Processing II: Implementations,"Verschwenden Sie nicht Ihre Zeit für das Studium für die Prüfung, die Fragen waren alle zufällig und nicht direkt auf das Material des Kurses bezogen. 0/10 nicht empfehlen"
1251,5d6685bdea3058001c437cb3,Grades depend highly on instructure,Die Grade hängen stark von der Struktur ab,4,UZH,50325055,1.0,0.0,1567000031655,Language Skills and Culture: Introduction Lecture and Exercise (two semesters),Language Skills and Culture,Die Grade hängen stark von der Struktur ab
1252,5d6687fcea3058001c437da6,Lustig,Lustig,5,UZH,50327064,0.0,0.0,1567000587538,"101 Assessmentmodul 1 HF Psychologie (PR, zweisemestrig)",Assessmentmodul 1 HF Psychologie,Lustig
1253,5d668812ea3058001c437dab,Lustig,Lustig,5,UZH,50796232,0.0,0.0,1567000594138,100 Introduction to Psychology: Interactive Seminar,Introduction to Psychology,Lustig
1254,5d677fd5824f1e001c3491f7,Great Course!,Toller Kurs!,5,UZH,50937831,0.0,0.0,1567064057988,Elective: Democracy in Crisis? Challenges to democratic systems in contemporary Europe,Elective,Toller Kurs!
1255,5d67d130824f1e001c34b94d,Netter Prof,Netter Prof. Dr. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med.,5,UZH,50047005,0.0,0.0,1567084869260,Russian III A2.1,Russian III A2.1,Netter Prof. Dr. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med. med.
1256,5d695b10d28ea1001ca007b3,Fox for president!,Fox als Präsident!,5,UZH,50772225,0.0,1.0,1567185698469,CHE 202 Inorganic Chemistry II: Structure and Bonding of Inorganic Molecules,Inorganic Chemistry II,Fox als Präsident!
1257,5d6fa269119583001c2d26b7,Take this practical course if you want to cry yourself to sleep for an entire semester. Good choice if you want to learn to hate the lab work that you used to love. Perfect for losing interest in chemistry and making you doubting your whole future carrier. Don't underestimate this course.,"Nehmen Sie diesen praktischen Kurs, wenn Sie sich für ein ganzes Semester zum Schlafen weinen möchten. Gute Wahl, wenn Sie lernen wollen, die Laborarbeit zu hassen, die Sie früher liebten. Perfekt für den Verlust des Interesses an der Chemie und machen Sie Zweifel an Ihrem gesamten zukünftigen Träger. Unterschätzen Sie diesen Kurs nicht.",1,UZH,50772388,8.0,0.0,1567597672263,CHE 212 Practical course in Synthetic Chemistry,Practical course in Synthetic Chemistry,"Nehmen Sie diesen praktischen Kurs, wenn Sie sich für ein ganzes Semester zum Schlafen weinen möchten. Gute Wahl, wenn Sie lernen wollen, die Laborarbeit zu hassen, die Sie früher liebten. Perfekt für den Verlust des Interesses an der Chemie und machen Sie Zweifel an Ihrem gesamten zukünftigen Träger. Unterschätzen Sie diesen Kurs nicht."
1258,5d73f8a35eff81001c6cbd24,easy,leicht,5,ETH,535-0525-00L,0.0,0.0,1567881387191,Pharmazeutische Fallbeispiele,Pharmazeutische Fallbeispiele,leicht
1259,5d742b475eff81001c6cca49,"As they tell you in the first lecture, it’s a lot of work but it’s also a körnig fun and a great preparation for your Bachelor thesis. Also, you have one exam less to worry about during the session.","Wie sie Ihnen in der ersten Vorlesung sagen, ist es eine Menge Arbeit, aber es ist auch ein körnig Spaß und eine tolle Vorbereitung auf Ihre Bachelor-Thesis. Auch haben Sie eine Prüfung weniger zu kümmern während der Sitzung.",5,ETH,151-0619-00L,0.0,0.0,1567894432371,Introduction to Nanoscale Engineering,Introduction to Nanoscale Engineering,"Wie sie Ihnen in der ersten Vorlesung sagen, ist es eine Menge Arbeit, aber es ist auch ein körnig Spaß und eine tolle Vorbereitung auf Ihre Bachelor-Thesis. Auch haben Sie eine Prüfung weniger zu kümmern während der Sitzung."
1260,5d742c7c5eff81001c6cca83,"Great exercises, that really tech you what you need to know!","Tolle Übungen, dass wirklich Tech Sie, was Sie wissen müssen!",5,ETH,227-0045-00L,0.0,0.0,1567894690244,Signal- und Systemtheorie I,Signal- und Systemtheorie I,"Tolle Übungen, dass wirklich Tech Sie, was Sie wissen müssen!"
1261,5d7559b5b9dc6f001ca2a5e8,"Lots of overlap with other courses and a bit chaotic, but the subject is fascinating and the professors enthusiasm is infectious. The course will also allow you to look down on all the other students because of all the stairs you have to climb to reach the room^^","Viele Überlappungen mit anderen Kursen und ein bisschen chaotisch, aber das Thema ist faszinierend und die Begeisterung der Professoren ist infektiös. Der Kurs wird Ihnen auch erlauben, auf alle anderen Studenten zu schauen, weil alle Treppen, die Sie klettern müssen, um den Raum zu erreichen^^",4,UZH,50888216,0.0,1.0,1567972219879,"BIO 212 Human Evolutionary Genetics: Origins, Peoples and Disease",Human Evolutionary Genetics,"Viele Überlappungen mit anderen Kursen und ein bisschen chaotisch, aber das Thema ist faszinierend und die Begeisterung der Professoren ist infektiös. Der Kurs wird Ihnen auch erlauben, auf alle anderen Studenten zu schauen, weil alle Treppen, die Sie klettern müssen, um den Raum zu erreichen^^"
1262,5d755bb6b9dc6f001ca2a6ac,"Nice and relaxed atmosphere, but a bit dry at times","Schöne und entspannte Atmosphäre, aber manchmal etwas trocken",4,UZH,50541557,0.0,0.0,1567972410746,STA 408 Statistical Methods in Epidemiology,Statistical Methods in Epidemiology,"Schöne und entspannte Atmosphäre, aber manchmal etwas trocken"
1263,5d755c90b9dc6f001ca2a732,"Slides are quite bad, things only really started to make sense once I started to read the book and to google stuff. The exercises were frustrating, but quite satisfying once you finally solved them. The Exam was surprisingly easy though.","Die Dias sind ziemlich schlecht, die Dinge haben erst richtig Sinn gemacht, wenn ich angefangen habe, das Buch zu lesen und zu google Sachen. Die Übungen waren frustrierend, aber ziemlich befriedigend, wenn man sie endlich gelöst hat.",2,UZH,50308238,0.0,0.0,1567972752176,Computer Graphics (L),Computer Graphics,"Die Dias sind ziemlich schlecht, die Dinge haben erst richtig Sinn gemacht, wenn ich angefangen habe, das Buch zu lesen und zu google Sachen. Die Übungen waren frustrierend, aber ziemlich befriedigend, wenn man sie endlich gelöst hat."
1264,5d755dc5b9dc6f001ca2a7dd,"Very interesting, relaxed and fun, but they will probably change so much stuff from the ""Prototype"" we experienced that your experience will completely vary.","Sehr interessant, entspannt und Spaß, aber sie werden wahrscheinlich so viel von dem ""Prototype"" haben wir erfahren, dass Ihre Erfahrung völlig variieren wird.",5,UZH,50939460,0.0,0.0,1567972955242,EPI 302 Introduction to Health Care Epidemiology,Introduction to Health Care Epidemiology,"Sehr interessant, entspannt und Spaß, aber sie werden wahrscheinlich so viel von dem ""Prototype"" haben wir erfahren, dass Ihre Erfahrung völlig variieren wird."
1265,5d755eabb9dc6f001ca2a829,"Good course. During the lectures you will mostly just squint at the blackboard, but you get showered in optional literature so you can just choose whichever explanation fits you best. Tons of practical examples and the exercises arent mandatory, so you can deepen your understanding at your own leisure.","Guter Kurs. Während der Vorlesungen werden Sie meist nur an der Tafel schnüffeln, aber Sie erhalten in optionale Literatur geduscht, so dass Sie einfach wählen können, welche Erklärung am besten zu Ihnen passt. Tons von praktischen Beispielen und die Übungen rent obligatorisch, so dass Sie Ihr Verständnis zu Ihrer eigenen Freizeit vertiefen können.",4,ETH,401-3632-00L,0.0,0.0,1567973292005,Computational Statistics,Computational Statistics,"Guter Kurs. Während der Vorlesungen werden Sie meist nur an der Tafel schnüffeln, aber Sie erhalten in optionale Literatur geduscht, so dass Sie einfach wählen können, welche Erklärung am besten zu Ihnen passt. Tons von praktischen Beispielen und die Übungen rent obligatorisch, so dass Sie Ihr Verständnis zu Ihrer eigenen Freizeit vertiefen können."
1266,5d755fc5b9dc6f001ca2a87b,"Very different and niche, but incredibly fascinating. Exercises are great, but take a lot of time. I am also still waiting for my results three months after the ORAL exam, so keep that in mind when planning.","Sehr unterschiedlich und Nische, aber unglaublich faszinierend. Übungen sind toll, aber nehmen Sie sich viel Zeit. Ich warte auch noch drei Monate nach der ORAL-Prüfung auf meine Ergebnisse, also denken Sie bei der Planung daran.",5,ETH,252-1424-00L,0.0,0.0,1567973536989,Models of Computation,Models of Computation,"Sehr unterschiedlich und Nische, aber unglaublich faszinierend. Übungen sind toll, aber nehmen Sie sich viel Zeit. Ich warte auch noch drei Monate nach der ORAL-Prüfung auf meine Ergebnisse, also denken Sie bei der Planung daran."
1267,5d762a80b9dc6f001ca2f08b,5 stars if the lecture videos were online,"5 Sterne, wenn die Vortragsvideos online waren",4,ETH,551-0317-00L,0.0,0.0,1568025275708,Immunology I,Immunology I,"5 Sterne, wenn die Vortragsvideos online waren"
1268,5d762d8fb9dc6f001ca2f352,For HST students easy to follow. Great professors with high knowhow and great teaching skills. The content was also very interesting. ,Für HST-Studenten einfach zu folgen. Große Professoren mit hohem Know-how und großen Lehrfertigkeiten. Der Inhalt war auch sehr interessant.,5,ETH,376-0021-00L,0.0,0.0,1568026132654,Materials and Mechanics in Medicine,Materials and Mechanics in Medicine,Für HST-Studenten einfach zu folgen. Große Professoren mit hohem Know-how und großen Lehrfertigkeiten. Der Inhalt war auch sehr interessant.
1269,5d762f27b9dc6f001ca2f45e,Content is interesting but the lecture could be more motivating. Some great guest lectures,"Inhalte sind interessant, aber der Vortrag könnte motivierender sein.",4,ETH,376-1714-00L,0.0,0.0,1568026543263,Biocompatible Materials,Biocompatible Materials,"Inhalte sind interessant, aber der Vortrag könnte motivierender sein."
1270,5d762fcfb9dc6f001ca2f4e0,Random test questions. I needed 2 attempts. The first attempt was 3.5 and the second was 6! Even if my knowledge was practically the same between both attempts.,"Zufällige Testfragen. Ich brauchte 2 Versuche. Der erste Versuch war 3,5 und der zweite war 6! Auch wenn mein Wissen praktisch das gleiche zwischen beiden Versuchen war.",2,ETH,376-1305-01L,0.0,0.0,1568026671768,"Neural Systems for Sensory, Motor and Higher Brain Functions","Neural Systems for Sensory, Motor and Higher Brain Functions","Zufällige Testfragen. Ich brauchte 2 Versuche. Der erste Versuch war 3,5 und der zweite war 6! Auch wenn mein Wissen praktisch das gleiche zwischen beiden Versuchen war."
1271,5d7630a8b9dc6f001ca2f5ac,Great professor. Highly recommended!,"Toller Professor, sehr zu empfehlen!",5,ETH,376-0207-00L,0.0,0.0,1568026821948,Sportphysiologie,Sportphysiologie,"Toller Professor, sehr zu empfehlen!"
1272,5d7635bdb9dc6f001ca2fa2d,"If you failed, always go to the exam show, the TAs frequently make mistakes! Content is super technical and hardly relevant for practicing economists, only do this if you have to.","Wenn Sie versagt haben, gehen Sie immer zur Prüfungsshow, die TAs machen häufig Fehler! Inhalte sind supertechnisch und kaum relevant für praktizierende Ökonomen, nur wenn Sie müssen.",2,UZH,50392757,0.0,0.0,1568028244569,Advanced Microeconomics 2 (L+E),Advanced Microeconomics 2,"Wenn Sie versagt haben, gehen Sie immer zur Prüfungsshow, die TAs machen häufig Fehler! Inhalte sind supertechnisch und kaum relevant für praktizierende Ökonomen, nur wenn Sie müssen."
1273,5d763688b9dc6f001ca2fb28,"Great and super motivated professor, very interesting insights, very recommendable. Weird exam tho.","Toller und super motivierter Professor, sehr interessante Einblicke, sehr empfehlenswert. Seltsame Prüfung tho.",5,UZH,50924096,0.0,0.0,1577540480771,Automation and the Labor Market (L+E),Automation and the Labor Market,"Toller und super motivierter Professor, sehr interessante Einblicke, sehr empfehlenswert. Seltsame Prüfung tho."
1274,5d7636dbb9dc6f001ca2fb52,Interesting but incredible workload and very badly organised.,"Interessante, aber unglaubliche Arbeitsbelastung und sehr schlecht organisiert.",2,UZH,50873102,0.0,0.0,1577540523204,Econometrics for Policy Analysts: Cases (S),Econometrics for Policy Analysts,"Interessante, aber unglaubliche Arbeitsbelastung und sehr schlecht organisiert."
1276,5d77adba7b41bc001c3f933f,"If you‘re not from eth, don‘t take it, bro","Wenn du nicht von eth bist, nimm es nicht, Bruder.",3,UZH,50689997,1.0,0.0,1568124381766,Counterparty Credit Risk Management (L),Counterparty Credit Risk Management,"Wenn du nicht von eth bist, nimm es nicht, Bruder."
1277,5d7c9dcc79362f001c7f2a64,"This course is quite repetitive for MAVT students, as the course content is a mix of Machineelements/Innovationprocess, Dynamics, Control Systems I/II, Dynamics, System Modeling and Signals & Systems. Nevertheless, the lessons are mostly interesting.","Dieser Kurs ist sehr repetitiv für MAVT-Studierende, da der Kursinhalt eine Mischung aus Machineelements/Innovationsprozess, Dynamik, Steuerungssystemen I/II, Dynamik, Systemmodellierung und Signalen & Systemen ist. Dennoch sind die Lektionen meist interessant.",5,ETH,376-0210-00L,1.0,0.0,1568452314223,Biomechatronics,Biomechatronics,"Dieser Kurs ist sehr repetitiv für MAVT-Studierende, da der Kursinhalt eine Mischung aus Machineelements/Innovationsprozess, Dynamik, Steuerungssystemen I/II, Dynamik, Systemmodellierung und Signalen & Systemen ist. Dennoch sind die Lektionen meist interessant."
1278,5d7e2113bb041b001c29fc6d,Very interesting but a bit unstructured ,"Sehr interessant, aber etwas unstrukturiert",4,UZH,50799165,0.0,0.0,1568547143898,UWW 152 Ecohealth,Ecohealth,"Sehr interessant, aber etwas unstrukturiert"
1279,5d7fac0926a482001c35a1c1,"Interesting course, one presentation has to be prepared in advance. It‘s without any grades, so also a good possibility to get some practice in giving presentations. Recommendable!!","Interessanter Kurs, eine Präsentation muss im Voraus vorbereitet werden. Es ist ohne Noten, so auch eine gute Möglichkeit, einige Praxis in Präsentationen zu bekommen. Empfehlenswert!!",5,UZH,50787274,0.0,0.0,1568648523988,BIO 350 Eco-Physiology and Implications for Behaviour and Health,Eco-Physiology and Implications for Behaviour and Health,"Interessanter Kurs, eine Präsentation muss im Voraus vorbereitet werden. Es ist ohne Noten, so auch eine gute Möglichkeit, einige Praxis in Präsentationen zu bekommen. Empfehlenswert!!"
1280,5d80a190af4767001ce44cd9,"You can learn so much from this seminar, however workload is much👍🏽","Sie können so viel von diesem Seminar lernen, aber Arbeitsbelastung ist viel",5,UZH,50937513,0.0,0.0,1568711115730,Emotions and Moods in Organizations (S),Emotions and Moods in Organizations,"Sie können so viel von diesem Seminar lernen, aber Arbeitsbelastung ist viel"
1281,5d80a200af4767001ce44e4d,Good organisation👍🏽,Gute Organisation . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,5,UZH,50340177,0.0,0.0,1568711196998,Intermediate Corporate Finance (S),Intermediate Corporate Finance,Gute Organisation . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
1282,5d80a232af4767001ce44ecc,Way too easy and good atmosphere👍🏽,Viel zu einfach und gute Atmosphäre,5,UZH,50619479,1.0,1.0,1568711287876,Startup Seminar Banking & Finance 2.0 (S),Startup Seminar Banking & Finance 2.0,Viel zu einfach und gute Atmosphäre
