,_id,review,score,upvotes,downvotes,sum
5292,6022643683d212002270ef4f,"Extrem viel Aufwand. 2 Abgaben pro Woche wozu ca 3-6 Papers gelesen werden müssen. Aber man lernt wirklich seehr viel. Durch das lesen der Papers erhält man eine differenzierte Meinung auf verschiedene Themen wie zB Kinderarbeit, Armut, Gesundheit bei der Entwicklungshilfe. Alles in allem kann ich das Fach sehr empfehlen aber es muss mit sehr viel Aufwand gerechnet werden. Ich bin mir nicht sicher, ob ich es wieder buchen würde.",3,0.0,0.0,0
811,5c5c3013422718001c52999d,Das einzig Gute an diesem Kurs ist die gute Note für einen relativ geringen Aufwand.,2,0.0,2.0,0
2193,5c499602aaf8a6001c774cb7,"An euch mit mittelmässigem bis gutem Verständnis in Mathematik: Viel Übungen und alte Prüfungen lösen und nicht zu viel Zeit mit der viel zu detaillierte Theorie verlieren sondern nur als ""Nachschlagewerk"" brauchen.",4,0.0,0.0,0
0,5a5e48e1669270001a255a05,HSG zu gut dafür,1,4.0,41.0,0
5460,60940de2668e7c0022b379d3,Perleseminar! Au wenn nur en 4er ide Governance Vorlesig gha hesch,5,0.0,0.0,0
2535,62101dcaf0c07e0021d013ab,"Ich mochte den Kurs. Es stimmt, dass es nicht einen Satz Vorlesung Zeitplan und Kursbeschreibung, aber der Professor war begeistert von dem Kurs, und war fair in seinen Einschätzungen.",5,0.0,0.0,0
899,5aba33c4785a30001ad527ce,"Dozent war enthusiastisch und unterhaltend, inhaltlich nicht allzu spannnend aber um credits zu sammeln absolut okay. Übungsleiter/Prüfungsleiter extrem chaotisch und unvorbereitet, wirkt unprofessionel und ohne passion für das modul. Alles in allem gut, bis auf den übungsleiter.",3,0.0,0.0,0
4457,5e50fd62682baa0022414ec6,"Gutes Buch, Vorlesung auch, kein Podcast und wenig Infos",4,0.0,0.0,0
2972,5cf8d897213363001ca94dff,Inhalte einfach akzeptieren und nicht hinterfragen :) ,4,1.0,0.0,1
2042,5c408214caa3e7001c6c595c,Gilardi und Marco sind begeisterungsfähig und die Themen sind aktuell und spannend ,5,1.0,0.0,1
2610,62978597b10c690021e8ef89,"Zu viel für ein Semester. Nicht genug Praxis. Übungen und Prüfung sind nicht in der gleichen Schwierigkeitsstufe. Die Struktur des Kurses sollte verbessert werden. Erstaunlich ta, obwohl.",1,0.0,0.0,0
369,5a6630746e7c4f001abb9ca5,Guter Einstieg in die Finance und Banking Thematik. Gönnermodul.,5,3.0,1.0,1
2315,61d26aef18f2ad00211a6fa0,"Gründlich genossen diesen Kurs, es ist eine Menge Arbeit (vor allem, wenn Sie ein faszinierenderes Projekt wählen), aber sehr lohnend. Prof. Fritz ist leidenschaftlich, hoch sachkundig und gibt gute Ratschläge.",5,0.0,0.0,0
2126,5c4643b5eacac4001cb042d8,"Vorlesungen sind extrem langweilig. Der Begriff Behinderung wird tausend mal definiert von irgendwelchen Leuten. Die Übungen dagegen finde ich sehr interessant und lehrreich! Ausserdem finde ich, dass die Übungen sehr wenig mit der theoretischen Grundlagen der Vorlesungen zu tun haben. ",1,1.0,0.0,1
1171,5b293220eeda99001a495ef8,"Der Kurs ist eigentlich sehr spannend und Prof.Böhlen und sein Team geben sich Mühe, den Studierenden den Stoff näher zu bringen. Die Übungen empfand ich als anspruchsvoll, aber gut machbar. Unerklärlich war hingegen die Prüfung, die auch Aufgaben beinhaltete, welche nicht in den Übungen besprochen worden sind und in der Vorlesung ebenfalls nur angeschnitten wurden.  Klar ersichtlich ist, dass der Prüfungsinhalt von 2017 und 2018 von den vorherigen Jahren unterscheidet. ",3,3.0,0.0,1
5727,6105647e079ce700228c0e4a,"Relativ einfache Thematik und sehr begeisterungsfähiger Dozent. Er ist sehr lebhaft und energisch, in allem was er erklärt. ",4,0.0,0.0,0
5261,60187b28b81aab00221ecca1,"Vorlesungen sind okay, Experimente sind cool aber ansonsten exat das was in den Unterlagen steht - Prüfung war mit etwas Vorbereitung zu bestehen. Übungen besuchen lohnt sich!",4,0.0,0.0,0
1620,5bcdec44f639a00019259059,Die Themen sind eigentlich ziemlich interessant. Lrider lässt die Qualität einiger Dozenten zu wünschen übrig. Die Prüfung war okay. Die eint oder andere Frage war ein bisschen tricky,3,2.0,1.0,1
1724,5c11884405d5d7001b8f8582,Gute Vorlesung!,4,3.0,1.0,1
1804,5fde39390182a50022aa1ade,"Interessanter Blockkurs, wo wir an einem neuartigen Experiment gearbeitet haben. Alle Professoren sind wirklich engagiert. Leider war meine TA ein bisschen langweilig, aber ansonsten ein lustiger Blockkurs, wo man viele Techniken lernt.",4,0.0,0.0,0
277,5a627834f92ac7001a6ed7e3,"Guter Dozent, sehr engagiert, viele Slides zu lernen, aber faire Prüfung Würde es FSA vorziehen",5,2.0,2.0,0
3502,5d1c77f08a3f6d001ca33398,"Prof. Walter ist sehr kompetent. Stoff spannend, aber eher trivial.",5,0.0,6.0,0
1406,5e1f5dbc70f0bc0022efa752,"Fun-Kurs, in dem Sie über Ihre weichen Fähigkeiten reflektieren und arbeiten können. Einige sehen es als zu flauschig. Ich mag Selbstentwicklung und Sozialwissenschaften, so dass ich es sehr mochte. Mein Lieblingskurs in diesem Semester :)",5,0.0,0.0,0
2892,5cece44894db91001c54c762,Tutorate waren unnötig ansonsten wars ganz okay,3,0.0,0.0,0
5982,61ee8b0f1617d700213e2920,"Ich fand den Kurs sehr interessant und man lernt hilfreiche Dinge. Ich empfehle, den Aufwand und die Prüfung jedoch nicht zu unterschätzen, damit ihr sicher besteht.",5,0.0,0.0,0
5179,6005ef867edabf0022e638a2,"eifach nume müll, kompletti ziitverschwendig, aber hey, für alli informatiker en willkommeni abwechslig da mer mit nur ca 2h/wuche (incl vl, ü, ufträh) easy bestaht. liechti credits, wie en snack, aber lerneffekt null. gend all assignments ab, süsch sinder am arsch und de müll wiederhole wünschi niemertem xD",1,0.0,0.0,0
5736,611d0fe12543bb002209277f,"Nices Fach mit Prof Scaramuzza! Er unterrichtet komplett auf Augenhöhe und rechnet alle Aufgaben so wie sie an der Prüfung kommen min einmal vor. Prüfung ist viel, aber einfach.",5,0.0,0.0,0
3180,5d0ab3e918d258001cad9a2e,Durch die Projekte endlich mal ganze Theorien in Praxis umgesetzt! Willkommene Abwechslung vom sonst normalen „2-Stunden-Informationsoverload“.,5,0.0,0.0,0
2527,5c62af4a5a8536001c7e6115,"Mit Abstand das best organisierte Modul im ersten Semester, sehr spannend und mit 2 Zwischenprüfungen auch fair gehalten und dadurch gut machbar.",5,5.0,2.0,1
746,5a831f6669713d001a9ea98d,"sehr spannendes fach, leider keine podcasts und keine folien, die man im voraus bei olat holen kann oder nur unvollständig zu haben sind. prüfung ist multiple choice, absoluter schwachsinn, kann so überhaupt nicht das testen, was man gelernt hat. mündlich oder handgeschrieben (essay fragen, aufsatz...) würden vielmehr sinn machen, da man in diesem fach argumentieren können sollte. multiplechoice sehr schwierig, da man in diesem fach, anders als in naturwissenschaften, nicht 100% richtig oder falsch liegen kann.",2,3.0,0.0,1
2895,5cecffb594db91001c54dab6,"Interessanti vorlesig, schlechti prüefig. Sehr schweri ufgabe, mallus-pünkt und denn bestahd mer drum mit so 3-4 pünkt. Übungen waren je nach Übungsleiter ziemlich gut.",3,4.0,0.0,1
3444,5d1a090720ec37001cbe525a,"Die Vorlesung hat ein sehr hohes Tempo und kaum Erklärungen zu den Formeln. Die Übungen waren sehr schwer, selbstständig konnte ich sie meist nicht komplett lösen. War immer in der Übung und habe die Aufgaben nachbereitet, aber für die Prüfung hat das leider wenig geholfen. Die Fragen hatten grösstenteils wenig mit dem in der Übung vermittelten Stoff zu tun, die 4-seitige Formelsammlung hab ich kaum gebraucht. Bin froh bestanden zu haben, aber bei dem Aufwand, den ich reingesteckt habe, hätte ich mir mehr erhofft.",2,8.0,0.0,2
1898,5c351a0293ac7c001ca2745e,"Übung Top, Vorlesung Flop",3,0.0,0.0,0
1465,5b746858d386c8001aa66a96,Die Vorlesungen bringen NICHTS. Man muss die Übungen quasi auswendig lernen - dann ist die Prüfung zu schaffen,4,11.0,1.0,3
680,5c4581d07236dc001c4dc33c,Viel zu viel Aufwand für unfaire Einstufungen. Ich habe den Kurs abgebrochen.,2,2.0,0.0,1
6337,62a82c29f4cfca0021dab4af,"Sehr langweilige und repetative Vorlesung. Die das einfache Narrativ verfolgt, früher war alles gut und jetzt ist alles scheisse. Ehrlich gesagt inhaltlich die schlechteste Vorlesung die ich jemals besucht habe.",1,0.0,0.0,0
5811,618d07713d3c5a002118edd1,"Prüfung war fair (habe die Note zwar noch nicht) und der Dozent hat die VL spannend gstaltet. Forum wurde leider sehr schlecht betreut. But all in all zu empfehlen, v.a. da es ein Block-Kurs ist.",4,0.0,0.0,0
4050,5e0e135b97ad19001ecbc8f4,Grundsätzlich zwar hilfreich für die Bachelorarbeit aber unnötig aufwändig mit assignments und übungen mit anwesenheitspflicht.,2,0.0,0.0,0
1547,5b9ff2dae3d3e000191a4476,"Seidl wie immer super, Prüfung fair - das thema halt mehr oder weniger spamnend, je nach interesse :)",4,2.0,0.0,1
5863,61c2835b53dffa0021ae9465,"Absolut unnötiges Fach, Verschwendung von wertvoller Lebenszeit. Forschung lernt man am besten durch nahe Forschung und nicht, indem man ein Buch liest, das alles tut, um etwas einfacher hochkomplex darzustellen. Dieses Fach bürokratisiert die schöne Welt der Forschung. Dass man in der Forschung wissen sollte, wie arbeiten strukturiert werden, ist jedem bekannt, der wirklich dahin will. Für Bachelor und Master reichen oft die Vorgaben der Lehrstühle und das Lesen einiger Beispiele. Ich habe wertvolle Zeit verloren, indem ich deutsche Bürokratie erlernen musste. Am besten lernt man durch ernsthaftes Lesen anderer Forschungsarbeiten und guter Literatur. Hier wird man genötigt ein Buch zu lesen, das so abstrakt ist, dass es zu abgehoben von der Praxis ist. Was mich auch stört ist, dass man die Arbeiten der Professorin stets als Musterbeispiel vorgekaut bekam. Absolut unwürdig. Besser ich lese John List, Peter Eggert oder Ernst Fehr als über ein topic zu lesen, das mich null interessiert",1,0.0,0.0,0
4091,5e162b4d18458d001e6094fd,Schrecklich! ,1,2.0,0.0,1
5409,6040fa7c15885b0022bf2a7b,"Tolle Leiterin, kein aufwendiges Fach. Gute Möglichkeit, neue Leute kennenzulernen :) Erleichtert den Einstieg in das Unileben.",5,0.0,0.0,0
2744,5c99d71a069277001c8bcb81,"Interessanter Stoff, Besuch der Vorlesung sowie Lektüre nicht nötig, Vorlesungsstil langweilig und unvorbereitet. Folien zusammenfassen und sich einprägen reicht völlig aus.",2,0.0,0.0,0
1464,5b7342837c1b48001a4a7e1a,Stoff und Übungen aufwendig aber noch ok. Prüfung viel zu schwierig im Vergleich zu den letzten Jahren,3,1.0,0.0,1
161,5a6098cae9399e001ac53aae,"Sehr viel Stoff (ca 700 Folien) von dem nur ein Bruchteil an der Prüfung kommt. Aufwand wie für ein 6-Credits-Fach da viele Rechnungen und Grafiken verlangt, diese jedoch nicht in der VL besprochen werden. Kann es trotz spannender Thematik nicht empfehlen.",1,3.0,0.0,1
1850,5ffef23f977a2300223ebf9e,Super gute Professorin und interessantes Thema,5,0.0,0.0,0
578,5a71df75b1b468001ac027d2,"Spannend, jedoch schlechte Organisation.",3,0.0,0.0,0
3307,5d121bb7f319ef001c79c585,"Pflichtlektüre teils schwierig zu lesen, wenn man sich darauf einlässt aber interessant. Die Folien waren gut strukturiert und verständlich. Caramani ist ein guter Dozent, auch wenn er manchmal zu lange auf einzelnen Folien verharrte. Prüfung ziemlich einfach. Inhalt des Themas war interessant.",4,1.0,1.0,0
5434,6061cc66b6883c0022c4b567,"Teils trocken und langweilig, Gloor spricht sehr langsam und geht sehr ins Detail. Prüfung nicht so einfach - die Fragen sind teils fies gestellt, man muss sie mehrfach und genau lesen um zu wissen was gemeint ist. Fangt nicht zu spät zu lernen an.",3,0.0,0.0,0
5978,61ee64281617d700213e1bd7,"Recht trockener Inhalt, aber Prüfung gut machbar",4,0.0,0.0,0
638,5a774b7ae9eb9a001a0c01cf,"Interessanter Inhalt, Vorlesung leider nicht allzu spannend, da Dozent eifach Folien abliest. Für die Prüfung sind vorallem die Texte, die zusätzlich gelesen werden sollten, wichtig.",4,3.0,1.0,1
1392,5b4ca30d3dcc0e001ab2489b,Wer in der Vorlesung mitgearbeitet hat konnte gut folgen. Super Dozent und faire Prüfung,4,0.0,0.0,0
411,5a6861eac9e055001ac89d12,"Schade eigentlich. Spannendes Fach, super Dozent aber lächerliche Prüfung. ",4,0.0,10.0,0
5371,6031314615cd4b002282d711,"Mega spannendi Vorlesig! Biz chaotisch wie mers kennt vum Alberto, aber er und de Zelder sind mega engagiert und wend, dass mer de Stoff würklich verstahd.  Prüefig isch guet machbar und uh fair dass mer dörf en 6-siitige Spick mitneh. Guet mitmache under em Semester und vilicht au mal was im Housecroft nachelese, hilft.",4,0.0,0.0,0
6055,61f59c283a49df0021b0b52f,Sehr spannend und sehr angagierter dozent.,2,0.0,0.0,0
554,5c18b40f65b1ae001b989840,"interessante Gespräche, aber der Raum ist viel zu klein...",4,2.0,0.0,1
1193,5b2b5f309d2efb001abad854,"unstrukturierti Vorlesig und en Witz das Fach mit MC z prüefe, aber d Prüefig isch eigentlich fair gsi und sehr ähnlich im Stil wie die wo s uf Uniboard hett (isch fair gsi will sie ide Vorlesig gseit het es het eini veröffentlicht) ",2,2.0,0.0,1
5934,61e6ae026d4a510021bb4328,"ECTS nöd berechtigt (müesst meh geh) Management-Teil = Totalschade Marketing-Teil = okay; prüefigsfrage aber frech  Insg. sehr dreckigs Fach, leider Pflicht.",2,0.0,0.0,0
2988,5cfab426dd2309001c12b9ed,"Hart für Einsteiger, einfach für Studenten mit Vorkenntnissen",2,0.0,0.0,0
3814,5da45cfee5acef001ca83b34,"Ich fand den Aufbaus des Moduls sehr gut strukturiert, man kann mit den Folien gut mittippen. Der Inhalt ist spannend und man lernt vieles über die politischen Strukturen der Schweiz. Das Lesen der Lektüre braucht aber Zeit... Ich habe das Modul im HS21 gemacht und bin beim ersten Mal durchgefallen, was wahrscheinlich an meiner suboptimalen Organisation (und aufgrund langer Pendelzeiten ausgelassenen Tutoraten (wohne in Bern)) und nicht so optimalen familiären Zuständen gelegen hat (meine Mutter wurde schwer krank). Wenn man das Modul als Erstsemestriger besucht, ist es natürlich eine Herausforderung, all den Stoff zu verarbeiten und mit dem Tempo mitzukommen. Ich habe mich dazu entschlossen, es nächstes Jahr nochmal zu versuchen; dann bin ich mit dem Inhalt sensibiliert und weiss, was in den Vorlesungen auf mich zukommt. Ich drücke jedem die Daumen, dass er es beim ersten Anlauf schafft, es lohnt sich.👍🏻",5,1.0,0.0,1
4037,5e08e292d33f4b001e508fc0,"Spannende Vorlesung und super Tutoren, die einem den Stoff super vermitteln. Aber die diesjährige Prüfung war einfach nur unfair!",3,8.0,0.0,2
125,5a5f852b3833be001a35a3af,"Eigentlich spannendes Fach, gute Vorlesungen. Spass hört aber auf wenn man mit 25/40 punkten die 4 hat und bei 20 punkten einen 2.5 😂 unnötig streng bewertet",3,0.0,1.0,0
581,5a71f3aeb1b468001ac02e4a,"Der geforderte hohe Aufwand lohnt sich, vor allem für Studenten des Hauptfachs ""Mensch und Computer"", da die Inhalte extrem interessant sind. Der Prof (Chat) war und ist einer meiner Lieblingsdozenten.",5,3.0,0.0,1
1658,5be57c56d5c6bf001b2a71d5,Supa typ,1,3.0,9.0,0
1166,5d2efaa012ed77001cf4052c,"chaotisch ja, aber es war das erste Mal in diesem Semester. Es ist essentielles Wissen für die IT, aber natürlich kein sehr beliebtes Fach. Sie haben ein Midterm, das auch die erste Hälfte der Abschlussprüfung ist. So erhalten Sie bei Bedarf eine zweite Chance (nur die höhere zählt). es ist Teil Mehrfachwahl, Teil offene Fragen mit begrenztem Platz. insgesamt sehr faire Einstufung",4,2.0,0.0,1
5084,5fe1f8c814191d0022c21805,Sehr interessant unterrichtet von PD Dr. Hall!,5,0.0,0.0,0
5413,6040fbcd15885b0022bf2ab2,"Die Onlineprüfung im FS20 war sehr ungerecht, es kamen Fragen welche in der Vorlesung nie/kaum besprochen wurden. Die Praktika waren jedoch spannend, die Dozenten sind sympathisch. ",2,0.0,0.0,0
422,5b503e533fdb93001a0772ee,"Es ist okay, aber die Organisationsebene ist super niedrig.",2,1.0,0.0,1
3417,5d17e9d1996aef001ce06934,"Teil vom Coric voll spannend und interessant. Bei der Prüfung auch voll fair. Bei Alberto kann man auch viel lerne, an der Prüfung kommt sowieso irgend etwas... ",2,1.0,0.0,1
900,5ca6210975cd01001ca7d7d4,"Die Themen in diesem Vortrag sowie die vielen praktischen Beispiele waren wirklich interessant. Allerdings war die Prüfung ziemlich schwierig, der Aufwand auf jeden Fall mehr als 1 Gutschrift erfordern würde",3,1.0,0.0,1
2216,5c4a0fe00f904e001c278ed9,"Während des Semesters hatte ich ganz schön Schiss in Angesichts auf die Prüfung, aber wenn man versucht immer vorwärtszukommen und die Dinge einigermassen zu verstehen, dann versteht man schlussendlich sogar, was man in etwa tun muss. Die Prüfung war fair aufgebaut, da vor allem die Fragestellung an sich, weitere Hinweise und Angaben der Outputs, die man bekommen sollte, einem weiterhelfen können. Bis man aber mal ein bisschen anfängt zu verstehen, was man überhaupt tut, muss man schon recht viel Zeit investieren. Also als Tipp: versucht während des Semesters nicht zu viel hinterherzuhängen und jede Woche etwas zu machen (auch wenn es manchmal vielleicht nicht viel ist), dann wird‘s für die Prüfungsvorbereitung um so leichter. ",4,12.0,1.0,3
696,5c473b39d5cd47001cbd1b49,"Schlechteste Meistervorlesung überhaupt. Und extrem unfair Prüfung. Was für ein Witz. Schlechter Lehrer sowie. Kann nicht empfehlen, diese Vorlesung!",1,4.0,1.0,1
3631,5d35731bde8991001cdccebb,Man muss unbedingt früh genug anfangen zu lernen,1,0.0,0.0,0
5651,60e3e1e3dedabe002251e7de,"Prof ist super, Vorlesungen spannend und das Skript sehr verständlich",1,0.0,0.0,0
5634,60e05d38310f290022f8d921,"Inhalt ist wirklich interessant! Das ganze Formel herleiten, sieht schlimmer aus, als es ist. Es ist auch nicht das wichtigste an der Prüfung. Ausserdem Prüfung fair bewertet! Hens Ehrenmann.",5,0.0,0.0,0
2386,61eacba87cd6e20021dc821f,"Coole Gastdozenten. Wir hatten die Möglichkeit, ihnen viele Fragen über ihren Job in Data Science / Marketing zu stellen, was ich für meine Job-Entscheidung in der Zukunft nützlich finde. Keine Statistik oder Mathematik, nur über Jobs und einige Fallstudien sprechen. Prüfung war offenes Buch und sehr machbar mit Strg F",5,0.0,0.0,0
2681,5c73ee3306db83001cb0dd86,"Sehr interessante Vorlesung von Ottfried Jarren, aber die Prüfung war viel schwieriger als erwartet.",5,0.0,0.0,0
1830,5c2903b0e42cee001cd02415,interessant und nicht theorielastig:-) dozentin macht es super! :-) ,5,1.0,0.0,1
3911,5df0fef229413f001e5bda44,Vorlesung und übungen aufwändig aber gut. organisation ist katastrophal.,3,1.0,0.0,1
2073,5c4305f86ebd2f001c2c8546,"Beste VL die ich bis jetzt an der UZH hatte. Workload aber ziemlich hoch, also wahrscheinlich nur empfehlenswert wenn einem das Thema interessiert. Gab fast jede Woche eine benotete Übung und Text/e zum lesen —> Prof. gibt sich aber sehr viel Mühe, auch wird jede Übung korrigiert mit Notizen zurückgegeben, man kann also sehr viel lernen. Texte sind meistens auch nicht die „anspruchsvollsten“ zum lesen, sondern z.B. Übersicht über Thema von einer Website also auch nicht soo ein Zeitaufwand. Prüfung war am Ende dann auch recht einfach.",5,3.0,1.0,1
1714,5f40205b42f124002223d9ac,10/10 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,5,0.0,0.0,0
307,5a6461d254f060001af5da8f,"Katastrophe. Unwissenschaftliches Fach. Wer das als Hauptfach studiert, dem wünsch ich viel Glück im Leben. Wird er/sie auch brauchen...  Als Nebefach ganz ok, gibt hald sehr viel Punkte für relativ wenig Aufwand. Bisschen Texte lesen und sich die Terminologie aneignen, dann ist man sicher durch.   Wem‘s zusagt, der solls nehmen. Wer aber etwas „mit Hand und Fuss“ haben möchte dem empfehele ich Psychologie oder VWL vielleicht sogar Ethnologie bei den Sozialwissenschaften",1,2.0,2.0,0
2829,5cd2d561bec757001c6631a1,Bei den Übungen muss man elektronisch und als Papier seine Aufgaben abgeben. Vergisst man das eine hat man 0 Punkte. Finde es eine absolute Frechheit.  Extrem enttäuschendes Modul und Tutoren. PS. Der Dozent konnte bis jetzt noch nicht sagen was an der Prüfung dran kommen wird( in einem Monat Prüfung). -.-,1,2.0,1.0,1
2169,60e6e065025efa0022a6691d,"Ich dachte, es wäre toll. Ich muss nur eine Menge Informationen anschnallen und nicht für schwache Herzen! Nicht schwer zu denken, Sie müssen nur einige Anstrengungen setzen",5,0.0,0.0,0
5301,6023c596dddca30022512f01,Der Prof scheint oftmals verwirrt. Der Übungsleiter ist sympathisch und gibt sich überaus Mühe. Jedoch merkt man den Unterschied in den Charakteren enorm und daher hat mich die Variation im Übungscharakter und den Vorlesungen sehr irritiert. Die Vorlesungen und Übungen sind zeitlich nicht gut abgestimmt und daher wird alles ein wenig chaotisch. Ist wohl Sache des Typs aber für mich stimmte es nicht.,2,0.0,0.0,0
1161,5d2c6fc467168f001cf57e54,"Guter Professor und Vorlesungen. Allerdings waren einige TAs nicht so gut. Nicht eine einfache Prüfung, aber es gibt gute Übungen und Prüfungen zu üben.",3,2.0,1.0,1
4662,5ee0a6546a71af0022fcc29b,"Sehr spannendi Vorläsig, gaht um Politischs, Wirtschaftlichs, Gschichtlichs, Demographischs, immer mit em Link zu de schwiizer Geographie. Eigentli chli es Vertüüfe vo de Allgemeinbildig, einiges weiss mer auh scho. Auh im 'Rona-Semester sehr guet glöst mit Powerpoint mit Ton oder Zoom-Meetings wo de Michael Herrmann spannendi Interviews gfüehrt hät mit öpperm vo de SBB oder vo de EDK. Würi aso empfehle. Podcast häts am Aafang nonig gäh aber er hät rächt vill Aafrage becho, vo dem här chönnts guet sii dasser im 21 dänn vo Afang aa eine macht. ",5,0.0,0.0,0
2832,630a71c2ba753d0021fe1683,Toller Kurs,5,0.0,0.0,0
718,5c48d2f6aaf8a6001c76e029,"Super interessantes Thema. Ich würde das Seminar etwas anders, aber insgesamt gut organisieren",4,1.0,0.0,1
1466,5e3048d21d081f0022b34cd6,"Vortrag nicht so interessant, seltsame Prüfung.",2,1.0,0.0,1
2292,5c505e39ab563b001c4d5c97,"Eigentlich interessantes Thema das langweilig rüber gebracht wird. Godhes liest einfach von ihren Folien ab, die 1 zu 1 der Pflichtlektüre entsprechen. Prüfung mit relativ wenig Aufwand gut machbar, dennoch finde ich dass die Fragen ziemlich unpräzise formuliert wurden. ",3,2.0,0.0,1
294,5a633e4454f060001af5b31b,Vorteil: All bestönd. Nachteil: All bestönd,1,1.0,0.0,1
2268,5c4f0d3bdd45db001c8678cd,"Sehr gute Infrastruktur, gute Gastvorträge und führt sehr gut und detailreicher ins Banking ein. ",5,1.0,1.0,0
5518,60c215c0a44bdf00220ee831,Wirklich spannend. Breiter Überblick über viele Themen. Teilweise sehr gute Dozierende. ,5,0.0,0.0,0
1449,5b615e6bc3fdef001add6283,"Sehr interessant. Die Prüfung hat es aber in sich und ich bin mir nicht sicher, ob sie wirklich gut zwischen denen trennt, die sich für ein Psychologiestudium eignen und denen, die es nicht tun. Unbedingt auch  mit alten Prüfungen lernen. ",4,5.0,0.0,2
1279,5b3673dc52a310001aad4d23,"-chaotisch wie mans vom ifi kennt, nicht wirklich neues (vergleich Softwarekonstruktion) gelernt -repetitionen unter anderem in process, design patterns und testing -credits zu aufwand ratio in keinem verhältnis zu dem zeitaufwändigen software engineering lab(sopra) -bewertung der endprüfung: mir ist schleierhaft, wie ich den 5.5 vom midterm zu einer 6 hoch ziehen konnte, zumal ich einige dinge ausgelassen oder falsch gelöst habe. dementsprechend würde ich sagen, dass es relativ easy ist, eine gute note zu holen",2,3.0,0.0,1
1555,5ba0965c76cbee0019f0f366,Steiger gibt sich sehr viel Mühe. Die Vorlesung ist dementsprechend auch spannend,5,1.0,0.0,1
5883,61d705aceac8590021c1e3c3,bestes fach vom studium,5,0.0,0.0,0
6131,62010054fa8b3b0021324f9f,Teilweise etwas aufwendig aber sehr spannende Themen. Am Ball bleiben und in den Vorlesungen mitdenken ist entscheidend.,5,0.0,0.0,0
4,5a5ee197be6796001a9d7e30,würde nicht empfehlen,1,0.0,1.0,0
4412,5e43ece43bbe530022f48d54,"Der Prof ist gut und kann ein langweiliges Thema spannend vortragen. Jedoch war die Prüfung schlimm. Es lohnt sich sehr, Prüfungsberichte auf Uniboard durchzulesen!",2,0.0,0.0,0
2834,5cd42a2f22f345001cf62b1e,"Seminarthema eigentlich ganz spannend, aber die Aufgabenstellung für die Arbeit war sehr ungenau formuliert. Die Vorträge am letzten Tag waren viel zu lang und eher langweilig. Würde ich nicht mehr besuchen. Nichtsdestotrotz ist der Aufwand für die Credits eher gering. ",3,4.0,2.0,1
1168,5b291f36eeda99001a49453a,"Typische BWL Vorlesung, faire Prüfung vom Stoff her, aber viiiiel zu wenig Zeit für das Ausmaß an Aufgaben! ",4,0.0,0.0,0
3132,5d07facaa514ad001cc9058e,"Aufwendiges Fach aber durchaus interessant, faire Prüfung",5,1.0,0.0,1
2699,5c78ddcc0e3437001c5e4f1e,War langweilig. Prüfung aber recht einfach. Leicht zu holende Punkte,2,0.0,0.0,0
2521,62071118e007af002199aee8,Viel Arbeit für 6 Ects,3,0.0,0.0,0
5607,60db258c568eeb0022c421f6,"Die Übungsstunden sind ein riesiges Chaos - keine ordentliche Darstellung auf der Tafel und irgendwie wusste ich nie genau was erklärt wurde. Ich habe die Formeln einfach mitgeschrieben und dann beim Lösen der Übungen gesucht, was so ungefähr passen könnte. Ansonsten angenehme und interessante Vorlesung- es gab aber keine Podcasts.",4,1.0,0.0,1
2452,5c5c4bb25112ef001c6b1a3f,viel zu viel Aufwand.... die prüfung ist ausserdem viel einfacher als die übungen. somit könnten die übungen einfscher sein und der aufwand reduziert werden,3,1.0,5.0,0
4247,5e299dbc36a8bf0022b606a5,"Naja, hab's mir packender vorgestellt.. schlussendlich aber doch ein lückenfüller im stundenplan - ohne grossen aufwand machbar, auch wenn die prüfung igw komisch war. Symathischer Dozent.",3,0.0,2.0,0
2850,5ce00e6d7c2897001cbe08b8,Spannendes Seminar zu aktueller Thematik. Gute und lebhafte Diskussionen mit den Kommilitonen und dem Dozenten. Würde ich wieder buchen!,5,1.0,0.0,1
2737,5c94b51cfab0cc001c72e89d,Frau Wu ist eine super Dozentin und ist sehr engagiert im Umgang mit den Studenten.,5,0.0,0.0,0
1079,5b202dc9f4c683001a6a8f96,Sehr hilfreich um die Physiologie besser verstehen zu können! Gute Dozenten und Quiz um zu lernen auf der Homepage eines Dozenten,5,3.0,1.0,1
1782,5fcf62c807426500221d933f,"Ziemlich unstrukturiert und untransparent. Würde nicht empfehlen. Ziemlich schwierige Inhalte in der Vorlesung. Sie „lernen viele Konzepte, die Sie nicht wissen, wie man Nachworte anwenden. Noten sind seit 5 Wochen nicht veröffentlicht worden, wirklich enttäuschend.",2,1.0,0.0,1
